Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
01/19/2022,01/20/2022,Wards Island,WI,"17,681.00","9,692,991.86",,"1,201,485",RT-qPCR
01/24/2022,01/25/2022,26th Ward,26W,"5,925.00","3,781,444.49",,"290,608",RT-qPCR
01/24/2022,01/25/2022,Bowery Bay,BB,"12,514.00","4,456,903.56",,"924,695",RT-qPCR
01/24/2022,01/25/2022,Coney Island,CI,"12,160.00","4,992,200.37",,"682,342",RT-qPCR
01/24/2022,01/25/2022,Hunts Point,HP,"7,622.00","5,305,291.39",,"755,948",RT-qPCR
01/24/2022,01/25/2022,Jamaica Bay,JA,"8,538.00","3,237,556.95",,"748,737",RT-qPCR
01/24/2022,01/25/2022,Newtown Creek,NC,"7,795.00","4,567,121.35",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
01/24/2022,01/25/2022,North River,NR,"6,856.00","3,901,315.92",,"658,596",RT-qPCR
01/24/2022,01/25/2022,Oakwood Beach,OB,"10,769.00","4,364,185.17",,"258,731",RT-qPCR
01/24/2022,01/25/2022,Owls Head,OH,"18,322.00","6,886,259.72",,"906,442",RT-qPCR
01/24/2022,01/25/2022,Port Richmond,PR,"8,193.00","3,428,288.17",,"226,167",RT-qPCR
01/24/2022,01/25/2022,Red Hook,RH,"10,578.00","4,468,308.23",,"224,029",RT-qPCR
01/24/2022,01/25/2022,Rockaway,RK,"4,598.00","2,743,581.74",,"120,539",RT-qPCR
01/24/2022,01/25/2022,Tallman Island,TI,"12,956.00","5,886,392.12",,"449,907",RT-qPCR
01/24/2022,01/25/2022,Wards Island,WI,"4,277.00","1,306,997.96",,"1,201,485",RT-qPCR
01/26/2022,01/27/2022,26th Ward,26W,"3,485.00","2,180,000.00",,"290,608",RT-qPCR
01/26/2022,01/27/2022,Bowery Bay,BB,"6,685.00","2,330,000.00",,"924,695",RT-qPCR
01/26/2022,01/27/2022,Coney Island,CI,"8,395.00","3,350,000.00",,"682,342",RT-qPCR
01/26/2022,01/27/2022,Hunts Point,HP,"5,475.00","3,760,000.00",,"755,948",RT-qPCR
01/26/2022,01/27/2022,Jamaica Bay,JA,"7,169.00","2,720,000.00",,"748,737",RT-qPCR
01/26/2022,01/27/2022,Newtown Creek,NC,"3,506.00","2,050,000.00",,"1,156,473",RT-qPCR
01/26/2022,01/27/2022,North River,NR,"4,448.00","2,430,000.00",,"658,596",RT-qPCR
01/26/2022,01/27/2022,Oakwood Beach,OB,"5,267.00","2,080,000.00",,"258,731",RT-qPCR
01/26/2022,01/27/2022,Owls Head,OH,"12,557.00","4,670,000.00",,"906,442",RT-qPCR
01/26/2022,01/27/2022,Port Richmond,PR,"9,829.00","3,780,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"226,167",RT-qPCR
01/26/2022,01/27/2022,Red Hook,RH,"6,620.00","2,570,000.00",,"224,029",RT-qPCR
01/26/2022,01/27/2022,Rockaway,RK,"4,666.00","2,640,000.00",,"120,539",RT-qPCR
01/26/2022,01/27/2022,Tallman Island,TI,"9,566.00","4,190,000.00",,"449,907",RT-qPCR
01/26/2022,01/27/2022,Wards Island,WI,"5,815.00","2,070,000.00",,"1,201,485",RT-qPCR
01/31/2022,02/01/2022,26th Ward,26W,"5,534.00","3,530,000.00",,"290,608",RT-qPCR
01/31/2022,02/01/2022,Bowery Bay,BB,"5,902.00","2,200,000.00",,"924,695",RT-qPCR
01/31/2022,02/01/2022,Coney Island,CI,"5,010.00","2,030,000.00",,"682,342",RT-qPCR
01/31/2022,02/01/2022,Hunts Point,HP,"1,896.00","1,220,000.00",,"755,948",RT-qPCR
01/31/2022,02/01/2022,Jamaica Bay,JA,"5,879.00","2,260,000.00",,"748,737",RT-qPCR
01/31/2022,02/01/2022,Newtown Creek,NC,"1,459.00","888,000.00",,"1,156,473",RT-qPCR
01/31/2022,02/01/2022,North River,NR,"3,132.00","1,820,000.00",,"658,596",RT-qPCR
01/31/2022,02/01/2022,Oakwood Beach,OB,"4,093.00","1,470,000.00",,"258,731",RT-qPCR
01/31/2022,02/01/2022,Owls Head,OH,"9,481.00","3,760,000.00",,"906,442",RT-qPCR
01/31/2022,02/01/2022,Port Richmond,PR,"5,930.00","2,480,000.00",,"226,167",RT-qPCR
01/31/2022,02/01/2022,Red Hook,RH,"4,265.00","1,870,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"224,029",RT-qPCR
01/31/2022,02/01/2022,Rockaway,RK,824.00,"440,000.00",,"120,539",RT-qPCR
01/31/2022,02/01/2022,Tallman Island,TI,"5,222.00","2,420,000.00",,"449,907",RT-qPCR
01/31/2022,02/01/2022,Wards Island,WI,"5,263.00","2,570,000.00",,"1,201,485",RT-qPCR
02/02/2022,02/03/2022,26th Ward,26W,"5,208.00","3,870,000.00",,"290,608",RT-qPCR
02/02/2022,02/03/2022,Bowery Bay,BB,"4,518.00","2,130,000.00",,"924,695",RT-qPCR
02/02/2022,02/03/2022,Coney Island,CI,"4,987.00","2,410,000.00",,"682,342",RT-qPCR
02/02/2022,02/03/2022,Hunts Point,HP,"2,091.00","1,490,000.00",,"755,948",RT-qPCR
02/02/2022,02/03/2022,Jamaica Bay,JA,"4,616.00","1,940,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"748,737",RT-qPCR
02/02/2022,02/03/2022,Newtown Creek,NC,"2,681.00","1,990,000.00",,"1,156,473",RT-qPCR
02/02/2022,02/03/2022,North River,NR,"4,553.00","3,010,000.00",,"658,596",RT-qPCR
02/02/2022,02/03/2022,Oakwood Beach,OB,"2,454.00","973,000.00",,"258,731",RT-qPCR
02/02/2022,02/03/2022,Owls Head,OH,"4,837.00","2,460,000.00",,"906,442",RT-qPCR
02/02/2022,02/03/2022,Port Richmond,PR,"3,746.00","1,690,000.00",,"226,167",RT-qPCR
02/02/2022,02/03/2022,Red Hook,RH,"3,256.00","1,820,000.00",,"224,029",RT-qPCR
02/02/2022,02/03/2022,Rockaway,RK,"2,058.00","1,230,000.00",,"120,539",RT-qPCR
02/02/2022,02/03/2022,Tallman Island,TI,"4,961.00","2,710,000.00",,"449,907",RT-qPCR
02/02/2022,02/03/2022,Wards Island,WI,"2,671.00","1,620,000.00",,"1,201,485",RT-qPCR
02/06/2022,02/07/2022,26th Ward,26W,678.00,"441,000.00",,"290,608",RT-qPCR
02/06/2022,02/07/2022,Bowery Bay,BB,"1,565.00","583,000.00",,"924,695",RT-qPCR
02/06/2022,02/07/2022,Coney Island,CI,"3,214.00","1,690,000.00",,"682,342",RT-qPCR
02/06/2022,02/07/2022,Hunts Point,HP,"1,441.00","960,000.00",,"755,948",RT-qPCR
02/06/2022,02/07/2022,Jamaica Bay,JA,"2,704.00","1,120,000.00",,"748,737",RT-qPCR
02/06/2022,02/07/2022,Newtown Creek,NC,"2,461.00","1,430,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
02/06/2022,02/07/2022,North River,NR,"1,107.00","617,000.00",,"658,596",RT-qPCR
02/06/2022,02/07/2022,Oakwood Beach,OB,"2,514.00","1,160,000.00",,"258,731",RT-qPCR
02/06/2022,02/07/2022,Owls Head,OH,"2,749.00","999,000.00",,"906,442",RT-qPCR
02/06/2022,02/07/2022,Port Richmond,PR,"3,297.00","1,660,000.00",,"226,167",RT-qPCR
02/06/2022,02/07/2022,Red Hook,RH,"2,272.00","806,000.00",,"224,029",RT-qPCR
02/06/2022,02/07/2022,Rockaway,RK,"1,862.00","1,110,000.00",,"120,539",RT-qPCR
02/06/2022,02/07/2022,Tallman Island,TI,"5,123.00","2,970,000.00",,"449,907",RT-qPCR
02/06/2022,02/07/2022,Wards Island,WI,"2,215.00","1,290,000.00",,"1,201,485",RT-qPCR
02/08/2022,02/09/2022,26th Ward,26W,886.00,"577,000.00",,"290,608",RT-qPCR
02/08/2022,02/09/2022,Bowery Bay,BB,"21,573.00","8,210,000.00",,"924,695",RT-qPCR
02/08/2022,02/09/2022,Coney Island,CI,"3,132.00","1,340,000.00",,"682,342",RT-qPCR
02/08/2022,02/09/2022,Hunts Point,HP,653.00,"416,000.00",,"755,948",RT-qPCR
02/08/2022,02/09/2022,Jamaica Bay,JA,"3,088.00","1,230,000.00",,"748,737",RT-qPCR
02/08/2022,02/09/2022,Newtown Creek,NC,"1,177.00","693,000.00",,"1,156,473",RT-qPCR
02/08/2022,02/09/2022,North River,NR,"1,333.00","728,000.00",,"658,596",RT-qPCR
02/08/2022,02/09/2022,Oakwood Beach,OB,"2,300.00","1,050,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"258,731",RT-qPCR
02/08/2022,02/09/2022,Owls Head,OH,"4,283.00","1,700,000.00",,"906,442",RT-qPCR
02/08/2022,02/09/2022,Port Richmond,PR,"2,329.00","1,090,000.00",,"226,167",RT-qPCR
02/08/2022,02/09/2022,Red Hook,RH,"3,247.00","1,210,000.00",,"224,029",RT-qPCR
02/08/2022,02/09/2022,Rockaway,RK,"1,337.00","798,000.00",,"120,539",RT-qPCR
02/08/2022,02/09/2022,Tallman Island,TI,"1,810.00","959,000.00",,"449,907",RT-qPCR
02/08/2022,02/09/2022,Wards Island,WI,"1,907.00","1,060,000.00",,"1,201,485",RT-qPCR
02/13/2022,02/14/2022,26th Ward,26W,505.00,"369,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"290,608",RT-qPCR
02/13/2022,02/14/2022,Bowery Bay,BB,"1,331.00","594,000.00",,"924,695",RT-qPCR
02/13/2022,02/14/2022,Coney Island,CI,"3,100.00","1,440,000.00",,"682,342",RT-qPCR
02/13/2022,02/14/2022,Hunts Point,HP,415.00,"291,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"755,948",RT-qPCR
02/13/2022,02/14/2022,Jamaica Bay,JA,848.00,"360,000.00",,"748,737",RT-qPCR
02/13/2022,02/14/2022,Newtown Creek,NC,664.00,"426,000.00",,"1,156,473",RT-qPCR
02/13/2022,02/14/2022,North River,NR,684.00,"393,000.00",,"658,596",RT-qPCR
02/13/2022,02/14/2022,Oakwood Beach,OB,"1,329.00","574,000.00",,"258,731",RT-qPCR
02/13/2022,02/14/2022,Owls Head,OH,"1,855.00","821,000.00",,"906,442",RT-qPCR
02/13/2022,02/14/2022,Port Richmond,PR,"1,175.00","570,000.00",,"226,167",RT-qPCR
02/13/2022,02/14/2022,Red Hook,RH,897.00,"424,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"224,029",RT-qPCR
02/13/2022,02/14/2022,Rockaway,RK,435.00,"246,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
02/13/2022,02/14/2022,Tallman Island,TI,"3,438.00","1,910,000.00",,"449,907",RT-qPCR
02/13/2022,02/14/2022,Wards Island,WI,510.00,"291,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"1,201,485",RT-qPCR
02/15/2022,02/16/2022,26th Ward,26W,800.00,"490,000.00",,"290,608",RT-qPCR
02/15/2022,02/16/2022,Bowery Bay,BB,"2,216.00","780,000.00",,"924,695",RT-qPCR
02/15/2022,02/16/2022,Coney Island,CI,"2,803.00","1,150,000.00",,"682,342",RT-qPCR
02/15/2022,02/16/2022,Hunts Point,HP,"1,414.00","985,000.00",,"755,948",RT-qPCR
02/15/2022,02/16/2022,Jamaica Bay,JA,"2,637.00","1,000,000.00",,"748,737",RT-qPCR
02/15/2022,02/16/2022,Newtown Creek,NC,"1,402.00","826,000.00",,"1,156,473",RT-qPCR
02/15/2022,02/16/2022,North River,NR,"1,460.00","755,000.00",,"658,596",RT-qPCR
02/15/2022,02/16/2022,Oakwood Beach,OB,"1,815.00","717,000.00",,"258,731",RT-qPCR
02/15/2022,02/16/2022,Owls Head,OH,"3,313.00","1,250,000.00",,"906,442",RT-qPCR
02/15/2022,02/16/2022,Port Richmond,PR,"2,094.00","876,000.00",,"226,167",RT-qPCR
02/15/2022,02/16/2022,Red Hook,RH,720.00,"280,000.00",,"224,029",RT-qPCR
02/15/2022,02/16/2022,Rockaway,RK,696.00,"372,000.00",,"120,539",RT-qPCR
02/15/2022,02/16/2022,Tallman Island,TI,"2,830.00","1,260,000.00",,"449,907",RT-qPCR
02/15/2022,02/16/2022,Wards Island,WI,"1,381.00","727,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,201,485",RT-qPCR
02/22/2022,02/23/2022,26th Ward,26W,"1,679.19","1,160,000.00",,"290,608",RT-qPCR
02/22/2022,02/23/2022,Bowery Bay,BB,"2,290.30","1,110,000.00",,"924,695",RT-qPCR
02/22/2022,02/23/2022,Coney Island,CI,"2,130.61","934,000.00",,"682,342",RT-qPCR
02/22/2022,02/23/2022,Hunts Point,HP,283.63,"233,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"755,948",RT-qPCR
02/22/2022,02/23/2022,Jamaica Bay,JA,"1,327.31","557,000.00",,"748,737",RT-qPCR
02/22/2022,02/23/2022,Newtown Creek,NC,"1,796.45","1,230,000.00",,"1,156,473",RT-qPCR
02/22/2022,02/23/2022,North River,NR,"1,225.85","761,000.00",,"658,596",RT-qPCR
02/22/2022,02/23/2022,Oakwood Beach,OB,362.99,"143,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"258,731",RT-qPCR
02/22/2022,02/23/2022,Owls Head,OH,"2,923.52","1,230,000.00",,"906,442",RT-qPCR
02/22/2022,02/23/2022,Port Richmond,PR,675.31,"305,000.00",,"226,167",RT-qPCR
02/22/2022,02/23/2022,Red Hook,RH,"1,442.05","682,000.00",,"224,029",RT-qPCR
02/22/2022,02/23/2022,Rockaway,RK,592.38,"316,000.00",,"120,539",RT-qPCR
02/22/2022,02/23/2022,Tallman Island,TI,"7,030.20","3,840,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"449,907",RT-qPCR
02/22/2022,02/23/2022,Wards Island,WI,"1,569.52","1,030,000.00",,"1,201,485",RT-qPCR
02/27/2022,02/28/2022,26th Ward,26W,697.40,"463,000.00",,"290,608",RT-qPCR
02/27/2022,02/28/2022,Bowery Bay,BB,"7,899.53","2,940,000.00",,"924,695",RT-qPCR
02/27/2022,02/28/2022,Coney Island,CI,"4,612.45","1,840,000.00",,"682,342",RT-qPCR
02/27/2022,02/28/2022,Hunts Point,HP,"1,434.63","984,000.00",,"755,948",RT-qPCR
02/27/2022,02/28/2022,Jamaica Bay,JA,"1,893.60","747,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"748,737",RT-qPCR
02/27/2022,02/28/2022,Newtown Creek,NC,"2,155.45","1,190,000.00",,"1,156,473",RT-qPCR
02/27/2022,02/28/2022,North River,NR,994.03,"474,000.00",,"658,596",RT-qPCR
02/27/2022,02/28/2022,Oakwood Beach,OB,502.52,"219,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"258,731",RT-qPCR
02/27/2022,02/28/2022,Owls Head,OH,"2,560.09","941,000.00",,"906,442",RT-qPCR
02/27/2022,02/28/2022,Port Richmond,PR,"1,593.30","720,000.00",,"226,167",RT-qPCR
02/27/2022,02/28/2022,Red Hook,RH,"1,645.87","612,000.00",,"224,029",RT-qPCR
02/27/2022,02/28/2022,Rockaway,RK,"1,309.83","740,000.00",,"120,539",RT-qPCR
02/27/2022,02/28/2022,Tallman Island,TI,"2,189.65","1,270,000.00",,"449,907",RT-qPCR
02/27/2022,02/28/2022,Wards Island,WI,868.83,"465,000.00",,"1,201,485",RT-qPCR
03/01/2022,03/02/2022,26th Ward,26W,"2,270.32","1,390,000.00",,"290,608",RT-qPCR
03/01/2022,03/02/2022,Bowery Bay,BB,"4,735.42","1,670,000.00",,"924,695",RT-qPCR
03/01/2022,03/02/2022,Coney Island,CI,597.92,"219,000.00",,"682,342",RT-qPCR
03/01/2022,03/02/2022,Hunts Point,HP,890.42,"593,000.00",,"755,948",RT-qPCR
03/01/2022,03/02/2022,Jamaica Bay,JA,654.19,"248,000.00",,"748,737",RT-qPCR
03/01/2022,03/02/2022,Newtown Creek,NC,"1,359.53","801,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
03/01/2022,03/02/2022,North River,NR,"1,129.39","597,000.00",,"658,596",RT-qPCR
03/01/2022,03/02/2022,Oakwood Beach,OB,623.53,"252,000.00",,"258,731",RT-qPCR
03/01/2022,03/02/2022,Owls Head,OH,"2,198.92","863,000.00",,"906,442",RT-qPCR
03/01/2022,03/02/2022,Port Richmond,PR,882.44,"369,000.00",,"226,167",RT-qPCR
03/01/2022,03/02/2022,Red Hook,RH,"1,791.97","757,000.00",,"224,029",RT-qPCR
03/01/2022,03/02/2022,Rockaway,RK,,0.00,Concentration below Method Limit of Detection,"120,539",RT-qPCR
03/01/2022,03/02/2022,Tallman Island,TI,"1,190.81","511,000.00",,"449,907",RT-qPCR
03/01/2022,03/02/2022,Wards Island,WI,500.04,"276,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"1,201,485",RT-qPCR
03/06/2022,03/07/2022,26th Ward,26W,"1,040.92","664,000.00",,"290,608",RT-qPCR
03/06/2022,03/07/2022,Bowery Bay,BB,"1,746.26","686,000.00",,"924,695",RT-qPCR
03/06/2022,03/07/2022,Coney Island,CI,"1,306.89","537,000.00",,"682,342",RT-qPCR
03/06/2022,03/07/2022,Hunts Point,HP,587.88,"421,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"755,948",RT-qPCR
03/06/2022,03/07/2022,Jamaica Bay,JA,"1,155.16","456,000.00",,"748,737",RT-qPCR
03/06/2022,03/07/2022,Newtown Creek,NC,"2,147.68","1,200,000.00",,"1,156,473",RT-qPCR
03/06/2022,03/07/2022,North River,NR,"3,875.32","1,630,000.00",,"658,596",RT-qPCR
03/06/2022,03/07/2022,Oakwood Beach,OB,"1,118.23","438,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"258,731",RT-qPCR
03/06/2022,03/07/2022,Owls Head,OH,"2,023.90","761,000.00",,"906,442",RT-qPCR
03/06/2022,03/07/2022,Port Richmond,PR,"3,375.19","1,470,000.00",,"226,167",RT-qPCR
03/06/2022,03/07/2022,Red Hook,RH,"1,960.50","795,000.00",,"224,029",RT-qPCR
03/06/2022,03/07/2022,Rockaway,RK,267.27,"151,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
03/06/2022,03/07/2022,Tallman Island,TI,676.85,"319,000.00",,"449,907",RT-qPCR
03/06/2022,03/07/2022,Wards Island,WI,856.40,"469,000.00",,"1,201,485",RT-qPCR
03/08/2022,03/09/2022,26th Ward,26W,717.40,"729,000.00",,"290,608",RT-qPCR
03/08/2022,03/09/2022,Bowery Bay,BB,"3,341.21","1,160,000.00",,"924,695",RT-qPCR
03/08/2022,03/09/2022,Coney Island,CI,"1,480.02","567,000.00",,"682,342",RT-qPCR
03/08/2022,03/09/2022,Hunts Point,HP,"1,526.26","925,000.00",,"755,948",RT-qPCR
03/08/2022,03/09/2022,Jamaica Bay,JA,"2,573.92","950,000.00",,"748,737",RT-qPCR
03/08/2022,03/09/2022,Newtown Creek,NC,"1,844.29","1,020,000.00",,"1,156,473",RT-qPCR
03/08/2022,03/09/2022,North River,NR,"1,114.18","583,000.00",,"658,596",RT-qPCR
03/08/2022,03/09/2022,Oakwood Beach,OB,"2,001.54","732,000.00",,"258,731",RT-qPCR
03/08/2022,03/09/2022,Owls Head,OH,"2,901.02","1,070,000.00",,"906,442",RT-qPCR
03/08/2022,03/09/2022,Port Richmond,PR,"4,126.46","1,860,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"226,167",RT-qPCR
03/08/2022,03/09/2022,Red Hook,RH,"2,285.03","888,000.00",,"224,029",RT-qPCR
03/08/2022,03/09/2022,Rockaway,RK,771.18,"412,000.00",,"120,539",RT-qPCR
03/08/2022,03/09/2022,Tallman Island,TI,"1,572.43","675,000.00",,"449,907",RT-qPCR
03/08/2022,03/09/2022,Wards Island,WI,"1,559.62","796,000.00",,"1,201,485",RT-qPCR
03/13/2022,03/14/2022,26th Ward,26W,438.65,"286,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"290,608",RT-qPCR
03/13/2022,03/14/2022,Bowery Bay,BB,"4,330.46","1,560,000.00",,"924,695",RT-qPCR
03/13/2022,03/14/2022,Coney Island,CI,"2,977.65","1,520,000.00",,"682,342",RT-qPCR
03/13/2022,03/14/2022,Hunts Point,HP,638.10,"463,000.00",,"755,948",RT-qPCR
03/13/2022,03/14/2022,Jamaica Bay,JA,"2,526.26","971,000.00",,"748,737",RT-qPCR
03/13/2022,03/14/2022,Newtown Creek,NC,"4,815.57","2,630,000.00",,"1,156,473",RT-qPCR
03/13/2022,03/14/2022,North River,NR,700.92,"242,000.00",,"658,596",RT-qPCR
03/13/2022,03/14/2022,Oakwood Beach,OB,817.41,"355,000.00",,"258,731",RT-qPCR
03/13/2022,03/14/2022,Owls Head,OH,"4,097.75","1,560,000.00",,"906,442",RT-qPCR
03/13/2022,03/14/2022,Port Richmond,PR,"3,603.93","1,570,000.00",,"226,167",RT-qPCR
03/13/2022,03/14/2022,Red Hook,RH,"4,357.91","1,620,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"224,029",RT-qPCR
03/13/2022,03/14/2022,Rockaway,RK,403.43,"215,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
03/13/2022,03/14/2022,Tallman Island,TI,719.47,"442,000.00",,"449,907",RT-qPCR
03/13/2022,03/14/2022,Wards Island,WI,"1,234.93","642,000.00",,"1,201,485",RT-qPCR
03/15/2022,03/16/2022,26th Ward,26W,763.77,"448,000.00",,"290,608",RT-qPCR
03/15/2022,03/16/2022,Bowery Bay,BB,"3,915.63","1,430,000.00",,"924,695",RT-qPCR
03/15/2022,03/16/2022,Coney Island,CI,"1,906.55","730,000.00",,"682,342",RT-qPCR
03/15/2022,03/16/2022,Hunts Point,HP,508.30,"308,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"755,948",RT-qPCR
03/15/2022,03/16/2022,Jamaica Bay,JA,"1,922.98","719,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"748,737",RT-qPCR
03/15/2022,03/16/2022,Newtown Creek,NC,"3,465.67","1,920,000.00",,"1,156,473",RT-qPCR
03/15/2022,03/16/2022,North River,NR,"3,536.23","1,630,000.00",,"658,596",RT-qPCR
03/15/2022,03/16/2022,Oakwood Beach,OB,"3,027.96","1,190,000.00",,"258,731",RT-qPCR
03/15/2022,03/16/2022,Owls Head,OH,"3,597.71","1,340,000.00",,"906,442",RT-qPCR
03/15/2022,03/16/2022,Port Richmond,PR,"1,965.40","855,000.00",,"226,167",RT-qPCR
03/15/2022,03/16/2022,Red Hook,RH,"5,870.37","2,180,000.00",,"224,029",RT-qPCR
03/15/2022,03/16/2022,Rockaway,RK,460.11,"231,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
03/15/2022,03/16/2022,Tallman Island,TI,"1,997.88","908,000.00",,"449,907",RT-qPCR
03/15/2022,03/16/2022,Wards Island,WI,"1,529.98","815,000.00",,"1,201,485",RT-qPCR
03/20/2022,03/21/2022,26th Ward,26W,932.47,"571,000.00",,"290,608",RT-qPCR
03/20/2022,03/21/2022,Bowery Bay,BB,"3,129.25","1,200,000.00",,"924,695",RT-qPCR
03/20/2022,03/21/2022,Coney Island,CI,"3,685.19","1,700,000.00",,"682,342",RT-qPCR
03/20/2022,03/21/2022,Hunts Point,HP,310.83,"190,000.00","Concentration below Method Limit of Quantification (above Method Limit of Detection) - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells","755,948",RT-qPCR
03/20/2022,03/21/2022,Jamaica Bay,JA,"3,360.96","1,290,000.00",,"748,737",RT-qPCR
03/20/2022,03/21/2022,Newtown Creek,NC,"4,002.76","2,200,000.00",,"1,156,473",RT-qPCR
03/20/2022,03/21/2022,North River,NR,"1,921.83","994,000.00",,"658,596",RT-qPCR
03/20/2022,03/21/2022,Oakwood Beach,OB,"1,722.28","693,000.00",,"258,731",RT-qPCR
03/20/2022,03/21/2022,Owls Head,OH,"2,174.04","808,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"906,442",RT-qPCR
03/20/2022,03/21/2022,Port Richmond,PR,"2,043.13","855,000.00",,"226,167",RT-qPCR
03/20/2022,03/21/2022,Red Hook,RH,"4,468.80","1,810,000.00",,"224,029",RT-qPCR
03/20/2022,03/21/2022,Rockaway,RK,"1,337.81","798,000.00",,"120,539",RT-qPCR
03/20/2022,03/21/2022,Tallman Island,TI,757.68,"382,000.00","No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells","449,907",RT-qPCR
03/20/2022,03/21/2022,Wards Island,WI,"2,500.13","1,350,000.00",,"1,201,485",RT-qPCR
03/22/2022,03/23/2022,26th Ward,26W,"1,800.36","1,080,000.00",,"290,608",RT-qPCR
03/22/2022,03/23/2022,Bowery Bay,BB,"7,127.45","2,510,000.00",,"924,695",RT-qPCR
03/22/2022,03/23/2022,Coney Island,CI,"2,693.01","986,000.00",,"682,342",RT-qPCR
03/22/2022,03/23/2022,Hunts Point,HP,"1,142.68","675,000.00",,"755,948",RT-qPCR
03/22/2022,03/23/2022,Jamaica Bay,JA,"3,671.41","1,340,000.00",,"748,737",RT-qPCR
03/22/2022,03/23/2022,Newtown Creek,NC,"9,070.64","5,020,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
03/22/2022,03/23/2022,North River,NR,"4,363.07","2,310,000.00",,"658,596",RT-qPCR
03/22/2022,03/23/2022,Oakwood Beach,OB,"1,565.19","561,000.00",,"258,731",RT-qPCR
03/22/2022,03/23/2022,Owls Head,OH,"4,539.68","1,650,000.00",,"906,442",RT-qPCR
03/22/2022,03/23/2022,Port Richmond,PR,"2,917.36","1,120,000.00",,"226,167",RT-qPCR
03/22/2022,03/23/2022,Red Hook,RH,"13,622.46","5,060,000.00",,"224,029",RT-qPCR
03/22/2022,03/23/2022,Rockaway,RK,"1,291.90","690,000.00",,"120,539",RT-qPCR
03/22/2022,03/23/2022,Tallman Island,TI,"5,807.65","2,590,000.00",,"449,907",RT-qPCR
03/22/2022,03/23/2022,Wards Island,WI,"3,143.36","1,640,000.00",,"1,201,485",RT-qPCR
03/27/2022,03/28/2022,26th Ward,26W,"2,346.70","1,470,000.00",,"290,608",RT-qPCR
03/27/2022,03/28/2022,Bowery Bay,BB,"2,951.74","1,080,000.00",,"924,695",RT-qPCR
03/27/2022,03/28/2022,Coney Island,CI,809.62,"332,000.00",,"682,342",RT-qPCR
03/27/2022,03/28/2022,Hunts Point,HP,345.18,"221,000.00",Concentration below Method Limit of Quantification (above Method Limit of Detection),"755,948",RT-qPCR
03/27/2022,03/28/2022,Jamaica Bay,JA,749.88,"292,000.00","No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells","748,737",RT-qPCR
03/27/2022,03/28/2022,Newtown Creek,NC,"3,405.63","1,870,000.00",,"1,156,473",RT-qPCR
03/27/2022,03/30/2022,North River,NR,"9,569.68","5,010,000.00",,"658,596",RT-qPCR
03/27/2022,03/28/2022,Oakwood Beach,OB,,,Analytical issue,"258,731",RT-qPCR
03/27/2022,03/28/2022,Owls Head,OH,"3,272.03","1,200,000.00",,"906,442",RT-qPCR
03/27/2022,03/28/2022,Port Richmond,PR,"1,483.10","720,000.00",This sample was analyzed in duplicate. The higher of the 2 results is reported,"226,167",RT-qPCR
